DATASET = co2020 case challenge part
NAME = tools over vehicles over vehicle days over distance with 500 requests over 25 days

DAYS = 25
CAPACITY = 40
MAX_TRIP_DISTANCE = 17000
DEPOT_COORDINATE = 0

VEHICLE_COST = 200000
VEHICLE_DAY_COST = 4000
DISTANCE_COST = 1

TOOLS = 2
1	6	80	10000000
2	12	76	20000000

COORDINATES = 487
0	7410	5448
1	7808	6140
2	8740	6141
3	3849	4137
4	7828	6186
5	3615	6225
6	7638	6238
7	8084	6260
8	4187	6277
9	7526	6281
10	4030	6288
11	8247	6309
12	7556	6350
13	7959	6359
14	4118	6170
15	7324	6371
16	8310	6446
17	7809	6191
18	6084	6495
19	3366	6496
20	8683	6504
21	8445	6519
22	7608	6543
23	6748	6560
24	7824	6573
25	8443	6593
26	6967	6618
27	8574	6621
28	7804	6627
29	8750	6628
30	8056	6657
31	3411	6663
32	7976	6671
33	7563	6671
34	7022	6693
35	7989	6725
36	8712	6784
37	3828	6788
38	3917	6819
39	3698	6826
40	8726	6874
41	8681	6885
42	8117	6888
43	5566	8337
44	9001	6980
45	7370	7029
46	6886	7074
47	7981	7095
48	4528	2361
49	7153	7116
50	3938	7135
51	3688	7144
52	8750	7156
53	6733	7175
54	3484	7181
55	9179	7229
56	4147	7233
57	9023	7234
58	4102	7253
59	7349	7258
60	7385	7270
61	4458	7277
62	8112	7312
63	8455	7334
64	7060	7337
65	8048	7348
66	7332	7359
67	3892	7365
68	3929	7416
69	8328	7461
70	8365	7480
71	3746	7492
72	9420	7511
73	6799	7516
74	3680	7538
75	8612	7567
76	9599	7567
77	8641	4370
78	4310	4372
79	7920	7617
80	7112	7627
81	5707	7628
82	8475	7633
83	7286	7656
84	372	2818
85	6250	7672
86	8924	7675
87	6729	7690
88	6622	7714
89	5583	7717
90	5816	7731
91	8076	7740
92	8364	7777
93	6575	7797
94	5545	7829
95	8994	7839
96	5358	7841
97	8379	7848
98	5274	7852
99	5813	7873
100	6993	7883
101	6757	7893
102	6362	7953
103	4263	5591
104	6236	7967
105	6771	7971
106	5532	7977
107	8312	6440
108	7136	7998
109	7514	8000
110	5920	8003
111	6213	8032
112	7878	8047
113	5642	8055
114	7429	8108
115	7306	8110
116	7289	8113
117	7232	8164
118	4093	4469
119	6847	8210
120	7482	8226
121	6326	8250
122	7514	8295
123	5391	8312
124	5788	8324
125	7578	8420
126	3837	8432
127	6089	8455
128	5884	8471
129	5747	8493
130	6475	8542
131	6223	8542
132	6041	8573
133	8441	8637
134	9987	8650
135	6305	8656
136	6799	8559
137	9267	8678
138	6205	8694
139	5678	8698
140	5966	8707
141	7001	8729
142	9405	8733
143	7764	8763
144	5441	8773
145	6846	8788
146	6967	8801
147	7338	8838
148	5486	8866
149	4189	4591
150	5571	8957
151	7367	8991
152	7744	8619
153	6893	8831
154	7875	9104
155	7486	9130
156	6550	9141
157	8832	9156
158	6326	9161
159	8125	9168
160	6597	9188
161	4564	2635
162	6316	9204
163	8625	9230
164	7601	9232
165	5893	9234
166	8697	9241
167	6487	7471
168	8690	9274
169	7512	9288
170	8732	9290
171	5697	6662
172	7464	9323
173	6892	9328
174	9347	9362
175	8403	9374
176	8326	9384
177	8000	9394
178	9039	9396
179	8165	9419
180	8593	9433
181	6636	9434
182	7908	4682
183	6681	9464
184	9189	9464
185	6162	8690
186	8410	9495
187	8302	9512
188	6674	9524
189	4078	6704
190	5045	9642
191	6765	9647
192	5118	9676
193	8752	9765
194	6458	2742
195	6090	9847
196	6264	9855
197	6196	8764
198	6951	8774
199	8431	4781
200	5664	4783
201	6363	1663
202	7520	4820
203	8714	4852
204	5078	2868
205	3154	4904
206	6342	2920
207	5910	2950
208	7575	4972
209	4079	6984
210	7952	9021
211	9071	6115
212	4356	4520
213	2717	5083
214	4676	3104
215	3968	5112
216	6110	45
217	8081	9128
218	6519	115
219	6695	118
220	9262	5846
221	6551	164
222	7327	5139
223	6893	200
224	5261	4290
225	8738	5165
226	6886	9093
227	8228	6144
228	7777	9207
229	6274	585
230	3687	7222
231	8470	9232
232	5504	3227
233	4008	7270
234	8782	5274
235	6519	1009
236	6405	1175
237	7567	7311
238	8851	9316
239	7284	9321
240	8717	7322
241	8548	9338
242	6800	1462
243	6461	3350
244	4207	3355
245	7088	5372
246	6399	1647
247	5938	1668
248	3993	3409
249	1385	1953
250	5754	1953
251	8623	7440
252	5375	1970
253	5492	1989
254	8196	8624
255	6384	2037
256	26	2121
257	6318	2152
258	5781	2160
259	6755	2231
260	6351	2277
261	8820	7497
262	6251	2318
263	2296	2328
264	4889	2333
265	4991	2337
266	6837	2511
267	3126	2532
268	5019	2546
269	6856	5539
270	4889	2584
271	2741	2599
272	2839	2624
273	3318	2635
274	3423	2663
275	4702	2674
276	3271	2680
277	5047	2681
278	4832	3555
279	3166	2719
280	6353	2772
281	3919	2781
282	685	2795
283	4065	2844
284	669	2908
285	6493	2912
286	6134	2921
287	4889	2930
288	6756	7601
289	6010	2939
290	5714	2956
291	1194	2969
292	4080	3601
293	5589	2993
294	6004	3005
295	3834	7616
296	1012	3038
297	3886	3042
298	5683	3052
299	6465	3060
300	4000	5622
301	4150	3086
302	5742	3088
303	2685	3119
304	3298	3169
305	6302	3194
306	6110	3196
307	6083	3209
308	3482	3252
309	1527	3254
310	2793	3295
311	6183	1653
312	2345	3314
313	6402	3322
314	5640	3323
315	5250	3341
316	6413	3344
317	5430	3355
318	4108	3365
319	2780	3368
320	4882	3376
321	5569	3388
322	1738	3392
323	3745	3393
324	5565	3402
325	3971	3403
326	4053	3412
327	5518	3444
328	6994	5687
329	6355	3469
330	5259	3689
331	5819	4243
332	4412	3537
333	4558	3563
334	4235	3568
335	5472	3630
336	7512	5714
337	4866	3643
338	4432	3656
339	4873	3693
340	5333	3696
341	7328	5726
342	6760	7731
343	4245	3710
344	4874	3738
345	6251	3742
346	4413	3811
347	4434	3873
348	5432	3887
349	5128	3945
350	4454	3953
351	6174	3958
352	5562	3959
353	5402	3962
354	4118	4007
355	2056	4023
356	5162	4050
357	6053	4058
358	3701	4084
359	3679	4106
360	6222	4154
361	6820	4167
362	8312	4181
363	4295	4191
364	4864	4216
365	8193	4232
366	4503	4235
367	9520	7869
368	6227	4273
369	2383	4282
370	5599	4293
371	3827	4304
372	8714	4317
373	7861	5829
374	3714	4339
375	6076	4358
376	4073	4363
377	8759	4372
378	2327	4373
379	2409	4415
380	9054	4440
381	8323	7999
382	6969	4444
383	7931	4449
384	8606	4459
385	2656	4475
386	7063	4504
387	4294	4510
388	5218	4538
389	5796	4560
390	8568	4564
391	8524	4588
392	8660	4593
393	8856	4594
394	8611	4616
395	8392	4630
396	7646	4642
397	7393	4642
398	8677	4681
399	7756	4686
400	8143	4702
401	8388	4723
402	6102	7900
403	5125	5897
404	8460	4730
405	4770	4737
406	7196	4796
407	8129	4798
408	7235	4808
409	5452	4809
410	5333	4836
411	2759	4839
412	3810	4846
413	4226	4848
414	2995	4875
415	2930	4876
416	5563	4892
417	8557	4904
418	8522	4944
419	3560	4953
420	3764	4995
421	7280	4999
422	7899	5023
423	7903	5026
424	5472	5035
425	3734	3949
426	4186	5085
427	7241	5098
428	8896	5101
429	2730	5115
430	5883	5132
431	7596	5133
432	8391	5141
433	8217	5183
434	8246	5202
435	3971	5211
436	8872	5212
437	5004	4299
438	8859	5219
439	4609	5220
440	5187	5258
441	8964	5270
442	3745	5273
443	8944	5309
444	7820	5317
445	2772	5362
446	8491	5372
447	8862	6008
448	2619	3906
449	8918	5408
450	5177	5431
451	4025	5455
452	8869	5464
453	6997	5487
454	8087	5494
455	7816	5497
456	6911	5507
457	6924	5538
458	3058	5570
459	7398	5577
460	7124	5601
461	8616	5633
462	7621	5654
463	8438	5691
464	7549	5696
465	9445	5698
466	7674	5716
467	9435	5799
468	9512	5825
469	7496	5870
470	7297	5872
471	8649	5877
472	3436	5880
473	8293	5899
474	8937	5900
475	8258	5909
476	8981	5911
477	9011	5976
478	8124	5987
479	8944	5991
480	7815	6043
481	3430	6052
482	3532	6083
483	9446	6093
484	8677	6106
485	4310	6107
486	8533	6115

REQUESTS = 500
1	178	2	5	3	2	3
2	92	13	15	3	1	2
3	274	12	13	3	1	2
4	94	13	16	2	1	1
5	389	11	14	3	2	2
6	97	8	9	1	1	3
7	123	1	2	1	1	1
8	441	17	20	1	2	2
9	336	4	7	1	2	1
10	102	19	21	2	1	3
11	209	13	16	2	1	3
12	396	20	22	3	2	3
13	7	1	2	2	1	2
14	451	13	16	3	2	1
15	23	15	16	2	1	2
16	111	3	4	1	1	1
17	225	3	5	1	1	1
18	67	8	11	2	2	2
19	182	4	7	2	2	1
20	367	12	14	3	1	2
21	405	9	12	1	2	3
22	74	20	21	3	2	1
23	52	11	13	3	2	3
24	481	2	5	3	1	1
25	480	3	4	2	1	3
26	186	18	21	3	2	3
27	419	10	12	3	2	1
28	110	11	13	2	2	1
29	38	13	14	1	1	2
30	25	19	21	1	2	2
31	150	20	23	1	2	3
32	51	10	11	3	1	2
33	452	18	21	2	1	1
34	296	8	10	3	2	3
35	476	8	9	1	2	1
36	239	1	3	2	1	2
37	158	8	11	3	1	3
38	174	10	13	1	2	1
39	375	9	10	2	2	1
40	22	5	8	3	1	1
41	165	1	2	1	2	3
42	458	17	19	3	1	3
43	231	3	5	1	2	3
44	281	3	4	3	1	2
45	425	20	23	2	2	2
46	191	2	5	3	2	1
47	14	6	8	2	1	2
48	413	20	22	3	1	3
49	145	6	9	1	1	2
50	188	6	8	1	2	3
51	205	14	15	2	2	1
52	15	6	9	1	1	1
53	368	16	17	3	1	3
54	321	16	19	2	1	3
55	485	16	18	2	2	1
56	271	3	6	1	1	3
57	285	3	5	2	2	3
58	43	16	17	2	1	2
59	444	18	20	1	2	2
60	76	6	7	1	1	2
61	80	16	17	3	1	2
62	329	15	16	3	2	1
63	197	2	4	1	2	3
64	362	20	23	1	1	1
65	60	17	18	1	1	2
66	473	21	24	1	2	2
67	371	20	21	1	2	3
68	261	8	11	2	2	3
69	479	14	15	3	1	2
70	300	4	6	2	2	1
71	151	18	20	3	1	1
72	483	8	11	1	1	1
73	192	12	15	1	2	2
74	85	16	18	1	1	3
75	431	5	8	3	1	3
76	272	8	10	1	2	2
77	32	6	8	3	2	3
78	79	11	14	3	2	2
79	26	8	9	2	2	3
80	13	7	9	3	1	2
81	104	20	23	1	1	1
82	279	3	4	2	1	3
83	96	15	16	1	2	2
84	276	1	3	3	1	2
85	409	16	18	1	2	3
86	257	20	23	1	2	1
87	341	2	3	1	1	2
88	288	13	15	2	1	1
89	204	4	6	3	1	3
90	406	21	24	1	2	3
